,onset,offset,story,word,lemma,PoS_tag_full
2932,541.07,541.1500000000001,forgot,i,I,PRP
2933,541.15,541.29,forgot,will,will,MD
2934,541.31,541.53,forgot,think,think,NN
2935,541.53,541.62,forgot,of,of,IN
2936,541.62,541.86,forgot,you,you,PRP
2937,541.92,542.0699999999999,forgot,as,as,IN
2938,542.1,542.48,forgot,titus,,
2939,542.5,543.3,forgot,andronicus,,
2940,543.96,544.14,forgot,or,or,CC
2941,544.14,544.49,forgot,you,you,PRP
2942,544.87,545.01,forgot,my,my,PRP$
2943,545.01,545.26,forgot,friend,friend,NN
2944,545.27,545.46,forgot,you,you,PRP
2945,545.46,545.62,forgot,could,could,MD
2946,545.62,545.8100000000001,forgot,learn,learn,NN
2947,545.81,545.9399999999999,forgot,an,an,DT
2948,545.96,546.3000000000001,forgot,agatha,Agatha,NN
2949,546.3,546.6899999999999,forgot,christie,,
2950,546.69,546.96,forgot,novel,novel,NN
2951,546.97,547.1,forgot,you,you,PRP
2952,547.1,547.21,forgot,will,will,MD
2953,547.21,547.37,forgot,be,be,VB
2954,547.58,547.98,forgot,murder,murder,NN
2955,548.0,548.15,forgot,on,on,IN
2956,548.15,548.29,forgot,the,the,DT
2957,548.3,548.67,forgot,orient,orient,NN
2958,548.67,549.3499999999999,forgot,express,express,NN
2959,549.41,549.8199999999999,forgot,someone,someone,NN
2960,549.82,550.1500000000001,forgot,else,else,RB
2961,550.17,550.41,forgot,could,could,MD
2962,550.41,550.75,forgot,learn,learn,NN
2963,550.96,551.1,forgot,the,the,DT
2964,551.099999,551.499999,forgot,poems,poems,NNS
2965,551.5,551.63,forgot,of,of,IN
2966,551.63,551.86,forgot,john,John,NNP
2967,551.86,552.2,forgot,wilmot,,
2968,552.259999,552.449999,forgot,earl,earl,NN
2969,552.45,552.5400000000001,forgot,of,of,IN
2970,552.54,553.03,forgot,rochester,Rochester,NN
2971,553.07,553.2600000000001,forgot,and,and,CC
2972,553.259999,553.429999,forgot,and,and,CC
2973,553.429999,553.8199989999999,forgot,you,you,PRP
2974,554.13,554.49,forgot,whoever,whoever,NN
2975,554.49,554.63,forgot,you,you,PRP
2976,554.63,554.76,forgot,are,be,VBP
2977,554.759999,555.089999,forgot,listening,listen,VBG
2978,555.089999,555.1899990000001,forgot,to,to,TO
2979,555.19,555.37,forgot,this,this,DT
2980,555.38,555.61,forgot,you,you,PRP
2981,555.61,555.82,forgot,can,can,MD
2982,555.82,556.08,forgot,learn,learn,NN
2983,556.119999,556.209999,forgot,a,a,DT
2984,556.209999,556.759999,forgot,dickens,Dickens,NNS
2985,556.76,557.02,forgot,book,book,NN
2986,557.109999,557.359999,forgot,and,and,CC
2987,557.369999,557.599999,forgot,when,when,WRB
2988,557.6,557.6800000000001,forgot,i,I,PRP
2989,557.690001,557.860001,forgot,want,want,NN
2990,557.869999,557.949999,forgot,to,to,TO
2991,557.949999,558.0599990000001,forgot,know,know,VB
2992,558.059999,558.2299989999999,forgot,what,what,WP
2993,558.24,558.54,forgot,happened,happen,VBD
2994,558.54,558.64,forgot,to,to,TO
2995,558.64,558.9499999999999,forgot,barnaby,,
2996,559.51,559.52,forgot,rudge,,
2997,560.14,560.29,forgot,i,I,PRP
2998,560.29,560.4499999999999,forgot,will,will,MD
2999,560.46,560.7,forgot,come,come,VB
3000,560.7,560.82,forgot,to,to,TO
3001,560.82,561.09,forgot,you,you,PRP
3002,562.24,562.46,forgot,you,you,PRP
3003,562.46,562.59,forgot,can,can,MD
3004,562.59,562.8100000000001,forgot,tell,tell,NN
3005,562.81,563.0799999999999,forgot,me,me,PRP
3006,564.56,564.7099999999999,forgot,and,and,CC
3007,564.71,564.7900000000001,forgot,the,the,DT
3008,564.79,565.11,forgot,people,people,NNS
3009,565.11,565.21,forgot,who,who,WP
3010,565.21,565.37,forgot,would,would,MD
3011,565.37,565.62,forgot,burn,burn,NN
3012,565.63,565.73,forgot,the,the,DT
3013,565.73,566.09,forgot,words,word,NNS
3014,566.099999,566.219999,forgot,the,the,DT
3015,566.22,566.53,forgot,people,people,NNS
3016,566.53,566.63,forgot,who,who,WP
3017,566.63,566.77,forgot,would,would,MD
3018,566.77,566.99,forgot,take,take,VB
3019,567.0,567.09,forgot,the,the,DT
3020,567.09,567.39,forgot,books,book,NNS
3021,567.389999,567.539999,forgot,from,from,IN
3022,567.54,567.62,forgot,the,the,DT
3023,567.62,568.09,forgot,shelves,shelve,NNS
3024,568.349999,568.469999,forgot,the,the,DT
3025,568.469999,569.029999,forgot,firemen,firemen,NNS
3026,569.059999,569.189999,forgot,and,and,CC
3027,569.19,569.35,forgot,the,the,DT
3028,569.349999,569.769999,forgot,ignorant,ignorant,NN
3029,569.77,569.84,forgot,the,the,DT
3030,569.84,570.1,forgot,ones,ones,NNS
3031,570.099999,570.459999,forgot,afraid,afraid,NN
3032,570.46,570.6,forgot,of,of,IN
3033,570.599999,570.969999,forgot,tales,tales,NNS
3034,570.969999,571.129999,forgot,and,and,CC
3035,571.13,571.42,forgot,words,word,NNS
3036,571.42,571.5699999999999,forgot,and,and,CC
3037,571.57,571.9100000000001,forgot,dreams,dream,NNS
3038,571.91,572.02,forgot,in,in,IN
3039,572.03,572.48,forgot,halloween,Halloween,NN
3040,572.48,572.6,forgot,and,and,CC
3041,572.599999,572.899999,forgot,people,people,NNS
3042,572.9,572.99,forgot,who,who,WP
3043,572.99,573.09,forgot,have,have,VB
3044,573.11,573.53,forgot,tattooed,tattoo,NN
3045,573.53,573.98,forgot,themselves,themselves,PRP
3046,573.98,574.12,forgot,with,with,IN
3047,574.119999,574.599999,forgot,stories,stories,NNS
3048,574.799999,574.989999,forgot,and,and,CC
3049,574.99,575.3,forgot,boys,boys,NNS
3050,575.309999,575.439999,forgot,you,you,PRP
3051,575.440001,575.590001,forgot,can,can,MD
3052,575.59,575.73,forgot,grow,grow,NN
3053,575.76,576.17,forgot,mushrooms,mushroom,NNS
3054,576.17,576.29,forgot,in,in,IN
3055,576.29,576.51,forgot,your,your,PRP$
3056,576.51,576.81,forgot,cellar,cellar,NN
3057,576.83,576.96,forgot,and,and,CC
3058,576.96,577.11,forgot,as,as,IN
3059,577.11,577.32,forgot,long,long,RB
3060,577.32,577.4300000000001,forgot,as,as,IN
3061,577.43,577.6099999999999,forgot,your,your,PRP$
3062,577.61,578.04,forgot,words,word,NNS
3063,578.19,578.4300000000001,forgot,which,which,WDT
3064,578.43,578.52,forgot,are,be,VBP
3065,578.54,578.92,forgot,people,people,NNS
3066,578.92,579.12,forgot,which,which,WDT
3067,579.12,579.19,forgot,are,be,VBP
3068,579.19,579.5300000000001,forgot,days,days,NNS
3069,579.53,579.7099999999999,forgot,which,which,WDT
3070,579.71,579.7800000000001,forgot,are,be,VBP
3071,579.78,579.97,forgot,my,my,PRP$
3072,579.97,580.3100000000001,forgot,life,life,NN
3073,580.33,580.48,forgot,as,as,IN
3074,580.48,580.64,forgot,long,long,RB
3075,580.76,580.92,forgot,your,your,PRP$
3076,580.92,581.1899999999999,forgot,words,word,NNS
3077,581.19,581.5300000000001,forgot,survived,survive,VBN
3078,581.58,581.61,forgot,and,and,CC
3079,581.72,581.89,forgot,you,you,PRP
3080,581.89,582.1899999999999,forgot,lived,live,VBD
3081,582.21,582.36,forgot,and,and,CC
3082,582.37,582.49,forgot,you,you,PRP
3083,582.52,582.9399999999999,forgot,mattered,matter,VBN
3084,583.16,583.31,forgot,and,and,CC
3085,583.32,583.48,forgot,you,you,PRP
3086,583.48,583.87,forgot,changed,change,VBN
3087,583.88,584.0,forgot,the,the,DT
3088,584.0,584.26,forgot,world,world,NN
3089,584.26,584.36,forgot,and,and,CC
3090,584.36,584.5,forgot,i,I,PRP
3091,584.54,584.87,forgot,cannot,cannot,NN
3092,584.889999,585.279999,forgot,remember,remember,VB
3093,585.28,585.49,forgot,your,your,PRP$
3094,585.49,585.9300000000001,forgot,name,name,NN
3095,587.87,587.99,forgot,i,I,PRP
3096,587.99,588.22,forgot,learned,learn,VBN
3097,588.219999,588.359999,forgot,your,your,PRP$
3098,588.36,589.01,forgot,books,book,NNS
3099,589.67,589.91,forgot,burn,burn,NN
3100,589.91,590.03,forgot,them,them,PRP
3101,590.03,590.25,forgot,into,into,IN
3102,590.25,590.4,forgot,my,my,PRP$
3103,590.4,590.88,forgot,mind,mind,NN
3104,591.299999,591.419999,forgot,in,in,IN
3105,591.42,591.64,forgot,case,case,NN
3106,591.639999,591.749999,forgot,the,the,DT
3107,591.75,592.19,forgot,firemen,firemen,NNS
3108,592.190001,592.4100010000001,forgot,came,come,VBD
3109,592.41,592.53,forgot,to,to,TO
3110,592.529999,592.9499989999999,forgot,town,town,NN
3111,593.949999,594.119999,forgot,but,but,CC
3112,594.119999,594.219999,forgot,who,who,WP
3113,594.23,594.4200000000001,forgot,you,you,PRP
3114,594.42,594.61,forgot,are,be,VBP
3115,594.61,594.76,forgot,is,be,VBZ
3116,594.76,595.27,forgot,gone,go,VBN
3117,596.01,596.11,forgot,i,I,PRP
3118,596.11,596.33,forgot,wait,wait,NN
3119,596.34,596.4300000000001,forgot,for,for,IN
3120,596.43,596.56,forgot,it,it,PRP
3121,596.56,596.65,forgot,to,to,TO
3122,596.65,597.03,forgot,return,return,NN
3123,597.06,597.18,forgot,to,to,TO
3124,597.18,597.41,forgot,me,me,PRP
3125,597.91,598.15,forgot,just,just,RB
3126,598.15,598.26,forgot,as,as,IN
3127,598.26,598.34,forgot,i,I,PRP
3128,598.35,598.7,forgot,waited,wait,VBD
3129,598.7,598.8000000000001,forgot,for,for,IN
3130,598.8,598.9499999999999,forgot,my,my,PRP$
3131,598.95,599.5,forgot,dictionary,dictionary,JJ
3132,599.5,599.55,forgot,or,or,CC
3133,599.59,599.71,forgot,for,for,IN
3134,599.71,599.89,forgot,my,my,PRP$
3135,599.89,600.3,forgot,radio,radio,NN
3136,600.3,600.4699999999999,forgot,or,or,CC
3137,600.47,600.57,forgot,for,for,IN
3138,600.57,600.7600000000001,forgot,my,my,PRP$
3139,600.76,601.61,forgot,boots,boot,NNS
3140,601.92,602.04,forgot,and,and,CC
3141,602.04,602.1899999999999,forgot,with,with,IN
3142,602.19,602.44,forgot,just,just,RB
3143,602.44,602.5500000000001,forgot,as,as,IN
3144,602.559999,602.939999,forgot,meager,meager,NN
3145,602.95,603.0500000000001,forgot,a,a,DT
3146,603.05,603.6899999999999,forgot,result,result,NN
3147,604.86,605.0500000000001,forgot,all,all,DT
3148,605.05,605.0999999999999,forgot,i,I,PRP
3149,605.099999,605.259999,forgot,have,have,VB
3150,605.259999,605.589999,forgot,left,leave,NN
3151,605.59,605.7,forgot,is,be,VBZ
3152,605.7,605.8100000000001,forgot,the,the,DT
3153,605.809999,606.169999,forgot,space,space,NN
3154,606.17,606.3,forgot,in,in,IN
3155,606.3,606.4499999999999,forgot,my,my,PRP$
3156,606.45,606.82,forgot,mind,mind,NN
3157,606.83,606.96,forgot,where,where,WRB
3158,606.96,607.1,forgot,you,you,PRP
3159,607.11,607.42,forgot,used,use,VBN
3160,607.42,607.5,forgot,to,to,TO
3161,607.5,607.75,forgot,be,be,VB
3162,608.75,608.89,forgot,and,and,CC
3163,608.889999,608.999999,forgot,i'm,I'm,NN
3164,609.0,609.16,forgot,not,not,RB
3165,609.16,609.31,forgot,so,so,RB
3166,609.309999,609.7199989999999,forgot,certain,certain,JJ
3167,609.719999,610.0399990000001,forgot,about,about,IN
3168,610.549999,610.809999,forgot,even,even,RB
3169,610.809999,611.309999,forgot,that,that,IN
3170,612.969999,613.0499990000001,forgot,i,I,PRP
3171,613.05,613.2099999999999,forgot,was,be,VBD
3172,613.21,613.5400000000001,forgot,talking,talk,VBG
3173,613.54,613.65,forgot,to,to,TO
3174,613.65,613.73,forgot,a,a,DT
3175,613.73,614.3100000000001,forgot,friend,friend,NN
3176,614.82,614.97,forgot,and,and,CC
3177,614.97,615.0500000000001,forgot,i,I,PRP
3178,615.07,615.33,forgot,said,say,VBD
3179,615.4,615.5699999999999,forgot,are,be,VBP
3180,615.61,616.09,forgot,these,these,DT
3181,616.11,616.69,forgot,stories,stories,NNS
3182,616.7,617.4300000000001,forgot,familiar,familiar,JJ
3183,617.94,618.0600000000001,forgot,to,to,TO
3184,618.06,618.3399999999999,forgot,you,you,PRP
3185,619.46,619.57,forgot,i,I,PRP
3186,619.57,619.8100000000001,forgot,told,tell,NN
3187,619.81,619.9499999999999,forgot,him,him,PRP
3188,619.96,620.1800000000001,forgot,all,all,DT
3189,620.19,620.3000000000001,forgot,the,the,DT
3190,620.3,620.8,forgot,words,word,NNS
3191,620.8,620.91,forgot,i,I,PRP
3192,620.91,621.27,forgot,knew,know,NNS
3193,621.49,621.6,forgot,the,the,DT
3194,621.599999,621.839999,forgot,ones,ones,NNS
3195,621.84,622.08,forgot,about,about,IN
3196,622.08,622.1700000000001,forgot,the,the,DT
3197,622.17,622.7099999999999,forgot,monsters,monsters,NNS
3198,622.71,622.99,forgot,coming,come,VBG
3199,622.99,623.27,forgot,home,home,NN
3200,623.27,623.37,forgot,to,to,TO
3201,623.37,623.47,forgot,the,the,DT
3202,623.469999,623.829999,forgot,house,house,NN
3203,623.849999,623.989999,forgot,with,with,IN
3204,623.99,624.0600000000001,forgot,the,the,DT
3205,624.059999,624.399999,forgot,human,human,NN
3206,624.4,624.74,forgot,child,child,NN
3207,624.74,624.83,forgot,in,in,IN
3208,624.83,625.0,forgot,it,it,PRP
3209,625.259999,625.369999,forgot,the,the,DT
3210,625.37,625.64,forgot,ones,ones,NNS
3211,625.639999,625.879999,forgot,about,about,IN
3212,625.88,625.96,forgot,the,the,DT
3213,625.96,626.45,forgot,lightning,lightning,VBG
3214,626.45,626.95,forgot,salesman,salesman,NN
3215,626.95,626.99,forgot,and,and,CC
3216,627.0,627.12,forgot,the,the,DT
3217,627.12,627.48,forgot,wicked,wicked,VBD
3218,627.48,627.95,forgot,carnival,carnival,NN
3219,627.95,628.07,forgot,that,that,IN
3220,628.07,628.45,forgot,followed,follow,VBD
3221,628.449999,628.6499990000001,forgot,him,him,PRP
3222,628.879999,629.029999,forgot,and,and,CC
3223,629.029999,629.099999,forgot,the,the,DT
3224,629.1,629.76,forgot,martians,Martians,NNS
3225,629.76,629.91,forgot,and,and,CC
3226,629.91,630.0699999999999,forgot,their,their,PRP$
3227,630.07,630.48,forgot,falling,fall,VBG
3228,630.48,630.8000000000001,forgot,glass,glass,NN
3229,630.809999,631.259999,forgot,cities,cities,NNS
3230,631.25,631.37,forgot,and,and,CC
3231,631.37,631.52,forgot,their,their,PRP$
3232,631.56,632.04,forgot,perfect,perfect,NN
3233,632.05,632.8,forgot,canals,canal,NNS
3234,633.8,633.9,forgot,i,I,PRP
3235,633.9,634.14,forgot,told,tell,NN
3236,634.14,634.24,forgot,him,him,PRP
3237,634.24,634.37,forgot,all,all,DT
3238,634.37,634.46,forgot,the,the,DT
3239,634.46,635.1,forgot,words,word,NNS
3240,635.55,635.65,forgot,and,and,CC
3241,635.65,635.74,forgot,he,he,PRP
3242,635.74,635.91,forgot,said,say,VBD
3243,635.91,635.98,forgot,he,he,PRP
3244,635.99,636.23,forgot,hadn't,hadn't,NN
3245,636.26,636.5,forgot,heard,hear,NN
3246,636.5,636.62,forgot,of,of,IN
3247,636.62,636.84,forgot,them,them,PRP
3248,637.71,637.84,forgot,that,that,IN
3249,637.84,637.94,forgot,they,they,PRP
3250,637.94,638.1800000000001,forgot,didn't,didn't,NN
3251,638.179999,638.9799989999999,forgot,exist,exist,NN
3252,640.889999,641.019999,forgot,and,and,CC
3253,641.02,641.0699999999999,forgot,i,I,PRP
3254,641.07,641.49,forgot,worry,worry,NN
3255,642.98,643.09,forgot,i,I,PRP
3256,643.09,643.4100000000001,forgot,worry,worry,NN
3257,643.41,643.51,forgot,i,I,PRP
3258,643.509999,643.729999,forgot,was,be,VBD
3259,643.73,644.08,forgot,keeping,keep,VBG
3260,644.08,644.21,forgot,them,them,PRP
3261,644.21,644.8100000000001,forgot,alive,alive,JJ
3262,645.179999,645.3599989999999,forgot,like,like,IN
3263,645.36,645.48,forgot,the,the,DT
3264,645.49,645.82,forgot,people,people,NNS
3265,645.82,645.9200000000001,forgot,in,in,IN
3266,645.92,646.02,forgot,the,the,DT
3267,646.02,646.3199999999999,forgot,snow,snow,NN
3268,646.32,646.4200000000001,forgot,at,at,IN
3269,646.42,646.53,forgot,the,the,DT
3270,646.529999,646.689999,forgot,end,end,NN
3271,646.690001,646.7900010000001,forgot,of,of,IN
3272,646.789999,646.879999,forgot,the,the,DT
3273,646.879999,647.279999,forgot,story,story,NN
3274,647.279999,647.659999,forgot,walking,walk,VBG
3275,647.67,648.12,forgot,backwards,backwards,NNS
3276,648.119999,648.279999,forgot,and,and,CC
3277,648.28,648.6999999999999,forgot,forwards,forward,NNS
3278,648.7,649.25,forgot,remembering,remember,VBG
3279,649.25,649.69,forgot,repeating,repeat,VBG
3280,649.69,649.7800000000001,forgot,the,the,DT
3281,649.78,650.06,forgot,words,word,NNS
3282,,,forgot,of,of,IN
3283,650.16,650.3,forgot,the,the,DT
3284,650.3,650.74,forgot,stories,stories,NNS
3285,650.74,651.07,forgot,making,make,VBG
3286,651.07,651.25,forgot,them,them,PRP
3287,651.25,651.78,forgot,real,real,JJ
3288,655.15,655.24,forgot,i,I,PRP
3289,655.25,655.46,forgot,think,think,NN
3290,655.46,655.6,forgot,it's,it's,NN
3291,655.61,656.01,forgot,god's,God's,NN
3292,656.01,656.51,forgot,fault,fault,NN
3293,658.12,658.2,forgot,i,I,PRP
3294,658.2,658.63,forgot,mean,mean,NN
3295,658.99,659.2,forgot,he,he,PRP
3296,659.23,659.5,forgot,can't,can't,NN
3297,659.509999,659.629999,forgot,be,be,VB
3298,659.63,660.15,forgot,expected,expect,VBN
3299,660.15,660.26,forgot,to,to,TO
3300,660.259999,660.609999,forgot,remember,remember,VB
3301,660.61,661.1,forgot,everything,everything,NN
3302,661.9,662.1899999999999,forgot,god,god,NN
3303,662.29,662.8499999999999,forgot,can't,can't,NN
3304,664.209999,664.479999,forgot,busy,busy,JJ
3305,664.48,664.91,forgot,chap,chap,NN
3306,667.18,667.38,forgot,so,so,RB
3307,667.38,667.76,forgot,perhaps,perhaps,RB
3308,667.76,667.9,forgot,he,he,PRP
3309,667.9,668.39,forgot,delegates,delegate,NNS
3310,668.41,668.8199999999999,forgot,things,things,NNS
3311,668.83,669.35,forgot,sometimes,sometimes,RB
3312,669.35,669.5400000000001,forgot,just,just,RB
3313,669.54,669.81,forgot,goes,go,VBZ
3314,669.81,670.18,forgot,you,you,PRP
3315,670.45,670.5300000000001,forgot,i,I,PRP
3316,670.53,670.6899999999999,forgot,want,want,NN
3317,670.7,670.85,forgot,you,you,PRP
3318,670.85,670.99,forgot,to,to,TO
3319,670.99,671.3,forgot,remember,remember,VB
3320,671.3,671.38,forgot,the,the,DT
3321,671.38,671.71,forgot,dates,date,NNS
3322,671.71,671.82,forgot,of,of,IN
3323,671.82,671.87,forgot,the,the,DT
3324,671.87,672.25,forgot,hundred,hundred,VBN
3325,672.25,672.5,forgot,years,years,NNS
3326,672.5,672.92,forgot,war,war,NN
3327,673.63,673.8,forgot,and,and,CC
3328,673.8,674.1899999999999,forgot,you,you,PRP
3329,674.41,674.5699999999999,forgot,you,you,PRP
3330,674.57,674.9300000000001,forgot,remember,remember,VB
3331,674.94,674.95,forgot,okapi,okapi,NN
3332,676.37,676.75,forgot,you,you,PRP
3333,677.48,677.61,forgot,you,you,PRP
3334,677.61,677.9300000000001,forgot,remember,remember,VB
3335,677.929999,678.159999,forgot,jack,Jack,NNP
3336,678.17,678.4799999999999,forgot,benny,,
3337,678.48,678.62,forgot,who,who,WP
3338,678.62,678.79,forgot,was,be,VBD
3339,678.809999,679.259999,forgot,benjamin,Benjamin,NNP
3340,679.259999,679.769999,forgot,kubelsky,,
3341,679.78,679.9499999999999,forgot,from,from,IN
3342,679.95,680.37,forgot,waukegan,,
3343,680.37,680.9,forgot,illinois,Illinois,NNP
3344,682.029999,682.239999,forgot,and,and,CC
3345,682.24,682.61,forgot,then,then,RB
3346,683.15,683.3299999999999,forgot,when,when,WRB
3347,683.34,683.5,forgot,you,you,PRP
3348,683.5,683.88,forgot,forget,forget,NN
3349,683.879999,683.989999,forgot,the,the,DT
3350,683.99,684.24,forgot,thing,thing,NN
3351,684.24,684.4,forgot,that,that,IN
3352,684.4,684.65,forgot,god,god,NN
3353,684.65,684.8299999999999,forgot,has,have,VBZ
3354,684.83,685.24,forgot,charged,charge,VBN
3355,685.26,685.36,forgot,you,you,PRP
3356,685.36,685.5500000000001,forgot,with,with,IN
3357,685.55,686.04,forgot,remembering,remember,VBG
3358,686.05,686.5699999999999,forgot,bam,bam,NN
3359,687.19,687.37,forgot,no,no,DT
3360,687.37,687.72,forgot,more,more,RBR
3361,688.03,688.5,forgot,okapi,okapi,NN
3362,689.29,689.53,forgot,just,just,RB
3363,689.53,689.68,forgot,an,an,DT
3364,689.72,690.13,forgot,okapi,okapi,NN
3365,690.13,690.46,forgot,shaped,shape,VBD
3366,690.46,690.74,forgot,hole,hole,NN
3367,690.74,690.84,forgot,in,in,IN
3368,690.84,690.9300000000001,forgot,the,the,DT
3369,690.93,691.4499999999999,forgot,world,world,NN
3370,691.98,692.19,forgot,which,which,WDT
3371,692.19,692.32,forgot,is,be,VBZ
3372,692.32,692.8100000000001,forgot,halfway,halfway,NN
3373,692.889999,693.219999,forgot,between,between,IN
3374,693.22,693.32,forgot,an,an,DT
3375,693.32,693.96,forgot,antelope,antelope,NN
3376,694.04,694.15,forgot,and,and,CC
3377,694.15,694.2099999999999,forgot,a,a,DT
3378,694.21,694.86,forgot,giraffe,giraffe,NN
3379,696.429999,696.6099989999999,forgot,no,no,DT
3380,696.61,696.79,forgot,more,more,RBR
3381,696.79,697.04,forgot,jack,Jack,NNP
3382,697.04,697.42,forgot,benny,,
3383,697.84,697.98,forgot,no,no,DT
3384,697.98,698.1800000000001,forgot,more,more,RBR
3385,698.179999,698.759999,forgot,waukegan,,
3386,698.759999,698.959999,forgot,just,just,RB
3387,698.96,699.01,forgot,a,a,DT
3388,699.009999,699.3199989999999,forgot,hole,hole,NN
3389,699.32,699.4200000000001,forgot,in,in,IN
3390,699.42,699.55,forgot,your,your,PRP$
3391,699.549999,699.8499989999999,forgot,mind,mind,NN
3392,699.86,700.0,forgot,where,where,WRB
3393,700.0,700.08,forgot,a,a,DT
3394,700.08,700.6,forgot,person,person,NN
3395,701.299999,701.429999,forgot,or,or,CC
3396,701.43,701.5,forgot,a,a,DT
3397,701.5,701.99,forgot,concept,concept,NN
3398,701.99,702.19,forgot,used,use,VBN
3399,702.190001,702.2600010000001,forgot,to,to,TO
3400,702.4000010000001,702.4900010000001,forgot,be,be,VB
3401,704.29,704.39,forgot,i,I,PRP
3402,704.39,704.61,forgot,don't,don't,NN
3403,704.61,704.87,forgot,know,know,VB
3404,706.61,706.7,forgot,i,I,PRP
3405,706.7,706.86,forgot,don't,don't,NN
3406,706.86,706.94,forgot,know,know,VB
3407,706.94,707.1300000000001,forgot,where,where,WRB
3408,707.13,707.23,forgot,to,to,TO
3409,707.23,707.74,forgot,look,look,NN
3410,708.62,708.77,forgot,have,have,VB
3411,708.77,708.84,forgot,i,I,PRP
3412,708.84,709.09,forgot,lost,lose,VBN
3413,709.09,709.22,forgot,an,an,DT
3414,709.22,709.69,forgot,author,author,NN
3415,710.07,710.3000000000001,forgot,just,just,RB
3416,710.3,710.41,forgot,as,as,IN
3417,710.41,710.75,forgot,once,once,RB
3418,710.75,710.83,forgot,i,I,PRP
3419,710.83,711.0500000000001,forgot,lost,lose,VBN
3420,,,forgot,a,a,DT
3421,711.15,711.8,forgot,dictionary,dictionary,JJ
3422,712.51,712.65,forgot,or,or,CC
3423,712.65,713.04,forgot,worse,worse,JJR
3424,713.04,713.2199999999999,forgot,did,do,VBD
3425,713.23,713.57,forgot,god,god,NN
3426,713.58,713.8000000000001,forgot,give,give,VB
3427,713.82,713.98,forgot,me,me,PRP
3428,713.98,714.1700000000001,forgot,this,this,DT
3429,714.179999,714.519999,forgot,one,one,CD
3430,714.53,714.88,forgot,small,small,JJ
3431,714.91,715.37,forgot,task,task,NN
3432,715.37,715.51,forgot,and,and,CC
3433,715.509999,715.699999,forgot,now,now,RB
3434,715.7,715.7800000000001,forgot,i,I,PRP
3435,715.78,715.9399999999999,forgot,have,have,VB
3436,715.94,716.2900000000001,forgot,failed,fail,VBD
3437,716.29,716.42,forgot,him,him,PRP
3438,716.42,716.52,forgot,and,and,CC
3439,716.52,716.81,forgot,because,because,IN
3440,716.839999,717.0399990000001,forgot,i,I,PRP
3441,717.04,717.1999999999999,forgot,have,have,VB
3442,717.2,717.6600000000001,forgot,forgotten,forget,NNS
3443,717.66,717.91,forgot,him,him,PRP
3444,718.190001,718.4000010000001,forgot,he,he,PRP
3445,718.4,718.54,forgot,is,be,VBZ
3446,718.549999,718.8299989999999,forgot,gone,go,VBN
3447,718.859999,719.029999,forgot,from,from,IN
3448,719.029999,719.119999,forgot,the,the,DT
3449,719.119999,719.619999,forgot,shelves,shelve,NNS
3450,719.619999,719.899999,forgot,gone,go,VBN
3451,719.9,720.0699999999999,forgot,from,from,IN
3452,720.07,720.1700000000001,forgot,the,the,DT
3453,720.17,720.6999999999999,forgot,reference,reference,NN
3454,720.7,721.0400000000001,forgot,works,work,NNS
3455,721.04,721.18,forgot,and,and,CC
3456,721.18,721.3399999999999,forgot,now,now,RB
3457,721.34,721.49,forgot,he,he,PRP
3458,721.52,721.97,forgot,only,only,RB
3459,721.97,722.8100000000001,forgot,exists,exist,NNS
3460,723.4,723.5699999999999,forgot,in,in,IN
3461,723.57,723.69,forgot,our,our,PRP$
3462,723.69,724.36,forgot,dreams,dream,NNS
3463,726.04,726.25,forgot,my,my,PRP$
3464,726.25,726.78,forgot,dreams,dream,NNS
3465,727.89,728.01,forgot,i,I,PRP
3466,728.01,728.17,forgot,do,do,VB
3467,728.17,728.3399999999999,forgot,not,not,RB
3468,728.34,728.47,forgot,know,know,VB
3469,728.47,728.7,forgot,your,your,PRP$
3470,728.7,729.22,forgot,dreams,dream,NNS
3471,729.78,730.14,forgot,perhaps,perhaps,RB
3472,730.16,730.3199999999999,forgot,you,you,PRP
3473,730.32,730.4200000000001,forgot,do,do,VB
3474,730.42,730.5699999999999,forgot,not,not,RB
3475,730.58,730.88,forgot,dream,dream,NN
3476,730.88,731.02,forgot,of,of,IN
3477,731.02,731.09,forgot,a,a,DT
3478,731.12,731.55,forgot,belt,belt,NN
3479,731.61,731.74,forgot,that,that,IN
3480,731.74,731.86,forgot,is,be,VBZ
3481,731.86,732.11,forgot,only,only,RB
3482,732.11,732.83,forgot,wallpaper,wallpaper,NN
3483,733.41,733.5799999999999,forgot,but,but,CC
3484,733.58,733.6700000000001,forgot,that,that,IN
3485,733.67,733.99,forgot,eats,eat,NNS
3486,733.99,734.2,forgot,two,two,CD
3487,734.2,734.7,forgot,children,children,NNS
3488,735.58,735.9100000000001,forgot,perhaps,perhaps,RB
3489,735.91,736.03,forgot,you,you,PRP
3490,736.029999,736.139999,forgot,do,do,VB
3491,736.139999,736.299999,forgot,not,not,RB
3492,736.299999,736.489999,forgot,know,know,VB
3493,736.49,736.63,forgot,that,that,IN
3494,736.629999,737.059999,forgot,mars,Mars,NNS
3495,737.059999,737.2199989999999,forgot,is,be,VBZ
3496,737.23,737.7,forgot,heaven,heaven,NN
3497,737.789999,737.989999,forgot,where,where,WRB
3498,737.999999,738.019999,forgot,our,our,PRP$
3499,738.069999,738.519999,forgot,beloved,beloved,VBN
3500,738.569999,738.6799990000001,forgot,dead,dead,JJ
3501,738.85,739.03,forgot,go,go,VB
