,onset,offset,story,word,lemma,PoS_tag_full
0,0.24,0.63,black,so,so,RB
1,0.68,1.26,black,i,I,PRP
2,1.96,2.3,black,was,be,VBD
3,2.3,2.45,black,a,a,DT
4,2.46,3.14,black,junior,junior,NN
5,3.14,3.41,black,in,in,IN
6,3.41,4.2,black,college,college,NN
7,4.79,5.0200000000000005,black,when,when,WRB
8,5.02,5.09,black,i,I,PRP
9,5.09,5.33,black,got,get,VBD
10,5.35,5.59,black,my,my,PRP$
11,5.61,6.34,black,first,first,RB
12,7.11,7.630000000000001,black,paying,pay,VBG
13,7.64,7.659999999999999,black,in,in,IN
14,8.929999,9.199999,black,my,my,PRP$
15,9.21,9.99,black,field,field,NN
16,10.29,10.5,black,on,on,IN
17,10.5,10.62,black,the,the,DT
18,10.62,11.36,black,radio,radio,NN
19,11.82,11.97,black,this,this,DT
20,11.969999,12.089999,black,is,be,VBZ
21,12.09,12.32,black,not,not,RB
22,12.32,12.43,black,an,an,DT
23,12.429999,13.389999,black,internship,internship,NN
24,13.83,14.04,black,i'm,I'm,NN
25,14.04,14.37,black,getting,get,VBG
26,14.37,14.45,black,a,a,DT
27,14.45,15.03,black,check,check,NN
28,16.51,16.700000000000003,black,it,it,PRP
29,16.699999,16.869999,black,was,be,VBD
30,16.869999,16.969999,black,a,a,DT
31,17.01,17.39,black,country,country,NN
32,17.389999,17.519999,black,and,and,CC
33,17.52,17.91,black,western,western,JJ
34,17.91,18.31,black,radio,radio,NN
35,18.32,18.86,black,station,station,NN
36,20.77,20.96,black,and,and,CC
37,20.96,21.15,black,my,my,PRP$
38,21.15,21.58,black,job,job,NN
39,21.59,21.84,black,though,though,IN
40,21.84,21.94,black,it,it,PRP
41,21.95,22.18,black,was,be,VBD
42,22.18,22.71,black,only,only,RB
43,22.98,23.18,black,on,on,IN
44,23.18,23.29,black,the,the,DT
45,23.29,24.1,black,weekends,weekend,NNS
46,24.58,24.84,black,was,be,VBD
47,24.84,24.99,black,to,to,TO
48,24.99,25.69,black,play,play,NN
49,26.05,26.22,black,the,the,DT
50,26.22,26.7,black,top,top,NN
51,26.91,27.43,black,country,country,NN
52,27.429999,28.019999,black,hits,hit,NNS
53,28.349999,28.619999,black,of,of,IN
54,28.62,28.71,black,the,the,DT
55,28.71,29.23,black,week,week,NN
56,29.849999,30.169999,black,each,each,DT
57,30.17,30.76,black,sunday,Sunday,NNP
58,31.44,31.58,black,it,it,PRP
59,31.58,32.129999999999995,black,actually,actually,RB
60,32.15,32.67,black,came,come,VBD
61,32.67,32.83,black,on,on,IN
62,32.83,32.94,black,an,an,DT
63,32.94,33.52,black,album,album,NN
64,34.049999,34.229999,black,pre,,
65,34.230000000000004,34.730000000000004,black,recorded,record,VBN
66,35.539999,35.819999,black,so,so,RB
67,35.859999,36.109999,black,i,I,PRP
68,36.119999,36.369999,black,had,have,VBD
69,36.37,36.66,black,to,to,TO
70,36.78,37.03,black,take,take,VB
71,37.03,37.14,black,it,it,PRP
72,37.14,37.26,black,out,out,IN
73,37.260000000000005,37.400000000000006,black,of,of,IN
74,37.4,37.49,black,the,the,DT
75,37.49,38.34,black,sleeve,sleeve,NN
76,39.84,40.080000000000005,black,and,and,CC
77,40.09,40.28,black,put,put,NN
78,40.28,40.39,black,it,it,PRP
79,40.39,40.52,black,on,on,IN
80,40.52,40.62,black,the,the,DT
81,40.63,41.220000000000006,black,turntable,turntable,JJ
82,41.22,41.49,black,just,just,RB
83,41.49,41.85,black,so,so,RB
84,42.69,42.88,black,and,and,CC
85,42.88,43.04,black,put,put,NN
86,43.04,43.16,black,the,the,DT
87,43.16,43.56,black,needle,needle,NN
88,43.56,44.2,black,down,down,RB
89,44.639999,44.879999000000005,black,on,on,IN
90,44.88,45.32,black,side,side,NN
91,45.32,45.82,black,one,one,CD
92,46.29,46.88,black,caring,care,VBG
93,47.54,47.76,black,not,not,RB
94,47.759999,47.839999,black,to,to,TO
95,47.84,48.18000000000001,black,scratch,scratch,NN
96,48.179999,48.369999,black,it,it,PRP
97,49.559999,49.769999,black,and,and,CC
98,49.77,49.92999999999999,black,then,then,RB
99,49.929999,50.129999000000005,black,let,let,VB
100,50.13,50.38,black,part,part,NN
101,50.389999,50.609999,black,one,one,CD
102,50.61,50.99,black,play,play,NN
103,52.23,52.440000000000005,black,my,my,PRP$
104,52.440001,52.81000099999999,black,moment,moment,NN
105,52.809999000000005,52.959999,black,is,be,VBZ
106,52.98,53.43000000000001,black,coming,come,VBG
107,53.43,53.82,black,now,now,RB
108,54.85,55.14,black,yes,yes,NNS
109,55.15,55.29,black,all,all,DT
110,55.29,55.38,black,the,the,DT
111,55.38,55.84,black,training,train,NN
112,55.84,56.010000000000005,black,it's,it's,NN
113,56.01,56.38,black,coming,come,VBG
114,56.38,56.68,black,now,now,RB
115,56.93,57.16,black,when,when,WRB
116,57.16,57.62,black,side,side,NN
117,57.62,57.91,black,one,one,CD
118,57.91,58.1,black,would,would,MD
119,58.1,58.620000000000005,black,end,end,NN
120,58.91,59.06999999999999,black,i,I,PRP
121,59.08,59.36,black,had,have,VBD
122,59.36,59.61,black,to,to,TO
123,59.75,60.4,black,lift,lift,NN
124,60.5,60.71,black,the,the,DT
125,60.71,61.12,black,needle,needle,NN
126,63.57,63.75,black,and,and,CC
127,63.75,63.98,black,here's,here's,NN
128,63.98,64.13000000000001,black,my,my,PRP$
129,64.13,64.6,black,moment,moment,NN
130,65.889999,66.029999,black,i,I,PRP
131,66.03,66.23,black,get,get,VB
132,66.23,66.35000000000001,black,to,to,TO
133,66.349999,66.689999,black,read,read,NN
134,66.69,66.78999999999999,black,the,the,DT
135,66.78999999999999,67.10999999999999,black,weather,weather,NN
136,67.11,67.77,black,live,live,JJ
137,67.82,68.00999999999999,black,for,for,IN
138,68.009999,68.60999899999999,black,jefferson,Jefferson,NN
139,68.61,68.92,black,city,city,NN
140,68.99,69.53,black,missouri,Missouri,NN
141,75.13,75.35,black,then,then,RB
142,75.35,75.44999999999999,black,i,I,PRP
143,75.46,75.74,black,played,play,NNS
144,75.74,76.33999999999999,black,commercials,commercials,NNS
145,76.34,76.53,black,and,and,CC
146,76.53,77.06,black,while,while,IN
147,77.07,77.22999999999999,black,the,the,DT
148,77.25,77.87,black,commercials,commercials,NNS
149,77.87,78.01,black,were,be,VBD
150,78.01,78.34,black,playing,play,VBG
151,78.34,78.49000000000001,black,i,I,PRP
152,78.5,78.76,black,had,have,VBD
153,78.76,79.01,black,to,to,TO
154,79.29,79.83000000000001,black,flip,flip,NN
155,79.96,80.19999999999999,black,the,the,DT
156,80.2,80.86,black,album,album,NN
157,81.78999999999999,81.99,black,put,put,NN
158,81.99,82.13,black,it,it,PRP
159,82.28,82.64,black,back,back,RB
160,82.7,83.14,black,down,down,RB
161,83.139999,83.28999900000001,black,on,on,IN
162,83.28999999999999,83.39999999999999,black,the,the,DT
163,83.41,84.17999999999999,black,turntable,turntable,JJ
164,84.36,84.54,black,put,put,NN
165,84.53999999999999,84.63999999999999,black,the,the,DT
166,84.639999,84.999999,black,needle,needle,NN
167,85.009999,85.269999,black,back,back,RB
168,85.33,85.64999999999999,black,down,down,RB
169,85.65,85.94000000000001,black,now,now,RB
170,85.95,86.22,black,on,on,IN
171,86.23,86.95,black,side,side,NN
172,86.969999,87.779999,black,two,two,CD
173,88.369999,88.559999,black,and,and,CC
174,88.559999,88.859999,black,let,let,VB
175,88.959999,89.259999,black,part,part,NN
176,89.27,89.69,black,two,two,CD
177,89.779999,89.949999,black,of,of,IN
178,89.94999899999999,89.99999899999999,black,the,the,DT
179,90.0,90.25,black,top,top,NN
180,90.27,90.6,black,country,country,NN
181,90.6,91.02,black,hits,hit,NNS
182,91.23,91.42,black,of,of,IN
183,91.42,91.49,black,the,the,DT
184,91.49,91.69,black,week,week,NN
185,91.69,92.09,black,play,play,NN
186,92.94,93.11,black,you,you,PRP
187,93.11,93.22,black,know,know,VB
188,93.22,93.38,black,when,when,WRB
189,93.38,93.52,black,you're,you're,NN
190,93.52,93.84,black,getting,get,VBG
191,93.84,93.93,black,a,a,DT
192,93.94,94.68,black,degree,degree,NN
193,94.79,94.99,black,in,in,IN
194,94.99,96.06,black,communications,communications,NNS
195,96.06,96.31,black,or,or,CC
196,96.79,97.93,black,broadcasting,broadcast,NN
197,98.24,98.43,black,they,they,PRP
198,98.429999,98.789999,black,teach,teach,NN
199,98.79,99.13,black,you,you,PRP
200,99.22,99.43,black,all,all,DT
201,99.429999,99.999999,black,kinds,kinds,NNS
202,100.0,100.2,black,of,of,IN
203,100.2,100.86,black,stuff,stuff,NN
204,101.3,101.53,black,but,but,CC
205,101.53,101.72,black,they,they,PRP
206,101.719999,101.979999,black,do,do,VB
207,101.98,102.31,black,not,not,RB
208,102.309999,102.659999,black,teach,teach,NN
209,102.66,103.03,black,you,you,PRP
210,103.57,103.94,black,how,how,WRB
211,103.969999,104.129999,black,to,to,TO
212,104.13,104.41,black,flip,flip,NN
213,104.41,104.52,black,an,an,DT
214,104.52,105.12,black,album,album,NN
215,106.66,106.89,black,in,in,IN
216,106.889999,107.209999,black,record,record,NN
217,107.209999,107.879999,black,time,time,NN
218,108.48,108.92,black,before,before,IN
219,108.92,109.04,black,the,the,DT
220,109.059999,109.529999,black,commercial,commercial,JJ
221,109.53,109.86,black,break,break,NN
222,109.86,110.62,black,ends,end,NNS
223,111.69,111.95,black,my,my,PRP$
224,111.95,112.59,black,career,career,NN
225,112.59,112.77,black,would,would,MD
226,112.77,113.38,black,eventually,eventually,RB
227,113.39,113.66,black,bring,bring,NN
228,113.66,113.85,black,me,me,PRP
229,113.86,114.62,black,here,here,RB
230,115.16,115.36,black,to,to,TO
231,115.36,115.63,black,st,,
232,115.63,116.25,black,louis,Louis,NNP
233,118.099999,118.369999,black,it's,it's,NN
234,118.38,118.56,black,the,the,DT
235,118.559999,119.489999,black,largest,largest,JJS
236,119.49,120.08,black,market,market,NN
237,120.429999,120.639999,black,i,I,PRP
238,120.639999,120.749999,black,had,have,VBD
239,120.75,120.95,black,ever,ever,RB
240,120.95,121.2,black,been,be,VBN
241,121.2,121.64,black,in,in,IN
242,122.179999,122.579999,black,i,I,PRP
243,122.589999,122.879999,black,was,be,VBD
244,122.88,124.05,black,excited,excite,VBN
245,124.41,124.69,black,and,and,CC
246,124.690001,124.860001,black,i,I,PRP
247,124.869999,125.119999,black,was,be,VBD
248,125.139999,126.349999,black,nervous,nervous,JJ
249,127.17,127.38,black,and,and,CC
250,127.38,127.67,black,so,so,RB
251,127.7,127.98,black,i,I,PRP
252,127.98,128.65,black,am,be,VBP
253,129.07,129.57,black,trying,try,VBG
254,129.57,129.70999999999998,black,to,to,TO
255,129.71,129.88,black,get,get,VB
256,129.88,129.99,black,to,to,TO
257,129.99,130.15,black,know,know,VB
258,130.15,130.26000000000002,black,the,the,DT
259,130.26,131.01,black,community,community,NN
260,131.67,131.80999999999997,black,and,and,CC
261,131.81,131.94,black,so,so,RB
262,131.94,132.07,black,i'm,I'm,NN
263,132.07,132.35,black,going,go,VBG
264,132.37,132.61,black,to,to,TO
265,132.62,133.17000000000002,black,every,every,DT
266,133.17,133.98,black,fundraiser,fundraiser,NN
267,133.98,134.19,black,and,and,CC
268,134.21,134.69,black,every,every,DT
269,134.69,135.09,black,event,event,NN
270,135.09,135.20000000000002,black,i,I,PRP
271,135.2,135.41,black,can,can,MD
272,135.42,135.67,black,think,think,NN
273,135.67,136.07999999999998,black,of,of,IN
274,136.65,136.82,black,and,and,CC
275,136.82,137.16,black,after,after,IN
276,137.16,137.4,black,one,one,CD
277,137.4,137.53,black,of,of,IN
278,137.53,137.78,black,those,those,DT
279,137.78,138.49,black,events,events,NNS
280,138.71,138.86,black,i,I,PRP
281,138.86,139.32000000000002,black,promise,promise,NN
282,139.32,139.42,black,you,you,PRP
283,139.42,139.48999999999998,black,it,it,PRP
284,139.49,139.63,black,was,be,VBD
285,139.63,140.07,black,actually,actually,RB
286,140.07,140.61,black,here,here,RB
287,140.98,141.19,black,at,at,IN
288,141.19,141.3,black,the,the,DT
289,141.299999,141.989999,black,sheldon,,
290,142.18,142.4,black,in,in,IN
291,142.4,142.72,black,st,,
292,142.719999,143.049999,black,louis,Louis,NNP
293,143.09,143.73,black,missouri,Missouri,NN
294,144.049999,144.12999900000003,black,a,a,DT
295,144.129999,144.449999,black,young,young,JJ
296,144.449999,144.67999899999998,black,man,man,NN
297,144.68,145.28,black,approached,approach,VBN
298,145.279999,145.449999,black,me,me,PRP
299,145.509999,146.219999,black,outside,outside,IN
300,146.39,146.58999999999995,black,on,on,IN
301,146.59,146.72,black,the,the,DT
302,146.72,147.51,black,sidewalk,sidewalk,NN
303,147.95,148.11,black,he,he,PRP
304,148.11,148.29000000000002,black,was,be,VBD
305,148.29,148.81,black,black,black,JJ
306,149.76,149.91,black,and,and,CC
307,149.91,150.02,black,he,he,PRP
308,150.03,150.33,black,said,say,VBD
309,150.33,150.48000000000002,black,to,to,TO
310,150.48,150.89999999999998,black,me,me,PRP
311,152.11,152.37,black,i,I,PRP
312,152.37,152.84,black,knew,know,NNS
313,152.849999,153.039999,black,you,you,PRP
314,153.04,153.16,black,were,be,VBD
315,153.16,153.68,black,black,black,JJ
316,164.37,164.39,black,now,now,RB
317,164.42,164.70999999999998,black,keep,keep,VB
318,164.71,164.86,black,in,in,IN
319,164.86,165.49,black,mind,mind,NN
320,166.37,166.61,black,that,that,IN
321,166.61,166.72000000000003,black,i,I,PRP
322,166.87,167.16,black,had,have,VBD
323,167.17,167.86999999999998,black,heard,hear,NN
324,168.1,168.32999999999998,black,pretty,pretty,RB
325,168.33,168.59,black,much,much,JJ
326,168.59,168.75,black,my,my,PRP$
327,168.75,168.99,black,whole,whole,JJ
328,168.99,169.34,black,adult,adult,NN
329,169.34,169.92000000000002,black,life,life,NN
330,170.26,170.51999999999998,black,you,you,PRP
331,170.52,170.83,black,sound,sound,NN
332,170.83,171.37,black,white,white,JJ
333,171.52,171.76000000000002,black,i'd,I'd,NN
334,171.76,172.07,black,heard,hear,NN
335,172.07,172.54,black,that,that,IN
336,173.01,173.25,black,i'd,I'd,NN
337,173.25,173.71,black,heard,hear,NN
338,174.13,174.34,black,oh,oh,NN
339,174.34,174.55,black,you,you,PRP
340,174.55,174.84,black,sound,sound,NN
341,174.84,175.28,black,white,white,JJ
342,176.53,176.69,black,you,you,PRP
343,176.69,176.91,black,sound,sound,NN
344,176.91,177.02,black,like,like,IN
345,177.02,177.08,black,a,a,DT
346,177.08,177.29000000000002,black,white,white,JJ
347,177.29,177.62,black,girl,girl,NN
348,177.65,177.88,black,i'd,I'd,NN
349,177.88,178.23,black,heard,hear,NN
350,178.23,178.72,black,that,that,IN
351,179.07,179.23,black,but,but,CC
352,179.23,179.39999999999998,black,i,I,PRP
353,179.41,179.67,black,had,have,VBD
354,179.68,180.51,black,never,never,RB
355,180.549999,181.259999,black,ever,ever,RB
356,181.27,182.01,black,heard,hear,NN
357,182.78,182.94,black,i,I,PRP
358,182.94,183.15,black,knew,know,NNS
359,183.16,183.31,black,you,you,PRP
360,183.31,183.41,black,were,be,VBD
361,183.41,183.95,black,black,black,JJ
362,187.1,187.48,black,so,so,RB
363,187.48,187.7,black,he,he,PRP
364,187.7,188.22,black,tells,tell,NNS
365,188.22,188.39,black,me,me,PRP
366,188.389999,188.829999,black,about,about,IN
367,189.08,189.31,black,this,this,DT
368,189.33,189.79,black,debate,debate,NN
369,189.83,190.51,black,apparently,apparently,RB
370,190.51,190.68,black,that,that,IN
371,190.679999,190.839999,black,had,have,VBD
372,190.84,191.01,black,been,be,VBN
373,191.01,191.34,black,going,go,VBG
374,191.34,191.67,black,on,on,IN
375,191.69,191.93,black,in,in,IN
376,191.929999,192.259999,black,st,,
377,192.259999,192.899999,black,louis,Louis,NNP
378,194.849999,195.119999,black,when,when,WRB
379,195.29,195.3,black,i,I,PRP
380,195.299999,195.609999,black,first,first,RB
381,195.61,196.14,black,started,start,VBN
382,196.139999,196.659999,black,here,here,RB
383,197.75,198.37,black,people,people,NNS
384,198.4,198.72,black,told,tell,NN
385,198.72,199.08,black,him,him,PRP
386,199.12,199.27,black,oh,oh,NN
387,199.27,199.67,black,no,no,DT
388,199.69,199.89,black,no,no,DT
389,199.89,200.12,black,she's,she's,NN
390,200.12,200.4,black,white,white,JJ
391,200.4,200.7,black,man,man,NN
392,200.7,200.93,black,she's,she's,NN
393,200.93,201.16,black,white,white,JJ
394,201.17,201.34,black,she,she,PRP
395,201.34,201.68,black,sounds,sound,NNS
396,201.68,201.94,black,white,white,JJ
397,201.94,202.15,black,she's,she's,NN
398,202.15,202.67,black,white,white,JJ
399,203.48,203.7,black,and,and,CC
400,203.7,204.28,black,he,he,PRP
401,204.32,205.34,black,convinced,convince,VBN
402,205.98,206.27,black,having,have,VBG
403,206.27,206.46,black,never,never,RB
404,206.46,206.68,black,met,meet,NN
405,206.679999,207.039999,black,me,me,PRP
406,207.7,207.91,black,that,that,IN
407,207.91,207.99,black,i,I,PRP
408,207.99,208.18,black,was,be,VBD
409,208.179999,208.709999,black,black,black,JJ
410,209.71,209.92,black,well,well,RB
411,209.94,210.14,black,as,as,IN
412,210.139999,210.259999,black,it,it,PRP
413,210.259999,210.589999,black,turns,turn,NNS
414,210.59,211.11,black,out,out,IN
415,211.219999,211.419999,black,he,he,PRP
416,211.42,211.61,black,was,be,VBD
417,211.61,212.09,black,right,right,NN
418,215.0,215.23,black,i,I,PRP
419,215.789999,215.989999,black,i,I,PRP
420,215.99,216.16,black,am,be,VBP
421,216.16,216.72,black,black,black,JJ
422,218.07,218.22,black,but,but,CC
423,218.22,218.4,black,this,this,DT
424,218.4,218.74,black,whole,whole,JJ
425,218.75,219.29,black,debate,debate,NN
426,219.29,219.63,black,sort,sort,NN
427,219.63,219.98,black,of,of,IN
428,220.37,220.8,black,messed,mess,VBN
429,220.8,220.97,black,with,with,IN
430,220.97,221.16,black,my,my,PRP$
431,221.16,221.63,black,head,head,NN
432,221.63,221.7,black,a,a,DT
433,221.7,221.96,black,little,little,JJ
434,221.96,222.42,black,bit,bite,NN
435,222.8,222.96,black,i,I,PRP
436,222.96,223.26,black,thought,think,NN
437,223.26,223.56,black,here,here,RB
438,223.56,223.68,black,i,I,PRP
439,223.68,224.19,black,am,be,VBP
440,224.2,224.79,black,major,major,JJ
441,224.8,225.59,black,market,market,NN
442,225.9,226.77,black,fantastic,fantastic,JJ
443,226.78,227.26,black,job,job,NN
444,227.27,227.4,black,of,of,IN
445,227.4,227.62,black,my,my,PRP$
446,227.62,228.64,black,dreams,dream,NNS
447,229.099999,229.259999,black,and,and,CC
448,229.259999,229.589999,black,people,people,NNS
449,229.59,229.93,black,still,still,RB
450,229.929999,230.199999,black,don't,don't,NN
451,230.21,230.7,black,know,know,VB
452,230.719999,230.999999,black,who,who,WP
453,231.0,231.21,black,i,I,PRP
454,231.24,231.69,black,am,be,VBP
455,232.029999,232.469999,black,all,all,DT
456,232.49,232.67,black,of,of,IN
457,232.67,232.87,black,who,who,WP
458,232.869999,233.039999,black,i,I,PRP
459,233.059999,233.529999,black,am,be,VBP
460,234.709999,235.009999,black,so,so,RB
461,235.01,235.14,black,i,I,PRP
462,235.15,235.91,black,hatch,hatch,NN
463,236.85,237.0,black,the,the,DT
464,237.0,237.38,black,secret,secret,NN
465,237.38,238.03,black,plan,plan,NN
466,239.02,239.23,black,this,this,DT
467,239.23,239.86,black,mission,mission,NN
468,240.68,240.77,black,i,I,PRP
469,240.77,240.93,black,didn't,didn't,NN
470,240.93,241.09,black,tell,tell,NN
471,241.09,241.49,black,anybody,anybody,NN
472,241.49,241.81,black,about,about,IN
473,241.81,242.05,black,it,it,PRP
474,242.49,242.69,black,i,I,PRP
475,242.69,242.86,black,am,be,VBP
476,242.86,243.23,black,going,go,VBG
477,243.23,243.38,black,to,to,TO
478,243.38,243.61,black,start,start,NN
479,243.62,244.02,black,dropping,drop,VBG
480,244.02,244.3,black,hints,hint,NNS
481,244.3,244.41000000000005,black,on,on,IN
482,244.41,244.52,black,the,the,DT
483,244.53,244.95,black,air,air,NN
484,248.29,248.52,black,so,so,RB
485,248.52,249.06,black,people,people,NNS
486,249.44,249.62,black,so,so,RB
487,249.62,249.87,black,people,people,NNS
488,249.87,249.99,black,will,will,MD
489,249.99,250.48,black,know,know,VB
490,250.539999,250.939999,black,who,who,WP
491,250.940001,251.140001,black,i,I,PRP
492,251.139999,251.619999,black,am,be,VBP
493,252.65,252.83,black,and,and,CC
494,252.83,252.98,black,so,so,RB
495,252.98,253.2,black,my,my,PRP$
496,253.2,253.65,black,first,first,RB
497,253.65,254.22,black,hint,hint,NN
498,254.73,254.96,black,is,be,VBZ
499,254.97,255.29,black,me,me,PRP
500,255.29,255.89,black,discussing,discuss,VBG
501,255.89,256.02,black,an,an,DT
502,256.03,256.53,black,article,article,NN
503,256.57,256.9,black,i'd,I'd,NN
504,256.9,257.42,black,read,read,NN
505,257.66,257.90000000000003,black,in,in,IN
506,257.94,258.39,black,essence,essence,NN
507,258.39,259.12,black,magazine,magazine,NN
508,261.639999,262.019999,black,anybody,anybody,NN
509,262.11,262.58000000000004,black,essence,essence,NN
510,262.61,262.95,black,yes,yes,NNS
511,262.98,263.13,black,you,you,PRP
512,263.13,263.35,black,get,get,VB
513,263.349999,263.499999,black,it,it,PRP
514,264.349999,264.69999900000005,black,essence,essence,NN
515,264.7,265.19,black,magazine,magazine,NN
516,265.19,265.26,black,of,of,IN
517,265.29,265.76000000000005,black,course,course,NN
518,266.009999,266.389999,black,targets,target,NNS
519,266.389999,266.729999,black,african,African,JJ
520,266.73,267.08000000000004,black,american,American,JJ
521,267.08,267.35,black,women,women,NNS
522,267.349999,267.499999,black,and,and,CC
523,267.5,267.72,black,so,so,RB
524,267.719999,267.839999,black,i,I,PRP
525,267.87,268.09000000000003,black,think,think,NN
526,268.09,268.6,black,surely,surely,RB
527,268.6,268.8,black,now,now,RB
528,268.799999,268.979999,black,they,they,PRP
529,268.98,269.19,black,know,know,VB
530,269.34,269.57,black,they,they,PRP
531,269.57,270.11,black,know,know,VB
532,270.61,270.76,black,they,they,PRP
533,270.76,270.98,black,got,get,VBD
534,270.99,271.06,black,to,to,TO
535,271.059999,271.319999,black,know,know,VB
536,271.32,271.82,black,now,now,RB
537,272.01,272.46,black,debate,debate,NN
538,272.47,272.70000000000005,black,put,put,NN
539,272.7,272.87,black,to,to,TO
540,272.87,272.96,black,a,a,DT
541,272.96,273.59,black,rest,rest,NN
542,275.0,275.28,black,so,so,RB
543,275.33,275.52,black,i,I,PRP
544,275.52,275.73,black,am,be,VBP
545,275.73,276.26,black,now,now,RB
546,276.27,276.64,black,all,all,DT
547,276.64,276.99,black,about,about,IN
548,277.0,277.59,black,town,town,NN
549,277.59,277.77,black,and,and,CC
550,277.98,278.25,black,people,people,NNS
551,278.25,278.29,black,are,be,VBP
552,278.29,278.64000000000004,black,beginning,begin,VBG
553,278.639999,278.769999,black,to,to,TO
554,278.77,279.29999999999995,black,recognize,recognize,VB
555,279.32,279.48,black,me,me,PRP
556,279.48,279.91,black,just,just,RB
557,279.92,280.21000000000004,black,from,from,IN
558,280.21,280.39,black,my,my,PRP$
559,280.389999,281.159999,black,voice,voice,NN
560,281.929999,282.139999,black,i'm,I'm,NN
561,282.139999,282.299999,black,at,at,IN
562,282.3,282.43,black,the,the,DT
563,282.44,282.93,black,grocery,grocery,NN
564,282.929999,283.759999,black,store,store,NN
565,284.12,284.33,black,i'm,I'm,NN
566,284.34,284.78,black,chasing,chase,VBG
567,284.78,284.92999999999995,black,my,my,PRP$
568,284.929999,285.189999,black,kids,kid,NNS
569,285.19,285.3,black,at,at,IN
570,285.299999,285.39999900000004,black,the,the,DT
571,285.4,285.67,black,st,,
572,285.67,285.94,black,louis,Louis,NNP
573,285.94,286.4,black,zoo,zoo,NN
574,286.41,286.82000000000005,black,yelling,yell,VBG
575,286.82,286.96,black,at,at,IN
576,286.959999,287.329999,black,them,them,PRP
577,287.34,287.67,black,people,people,NNS
578,287.67,287.74,black,are,be,VBP
579,287.74,288.72,black,recognizing,recognize,VBG
580,288.97,289.24,black,my,my,PRP$
581,289.24,289.94,black,voice,voice,NN
582,291.23,291.37,black,i'm,I'm,NN
583,291.37,291.5,black,gonna,gonna,NN
584,291.5,291.73,black,drop,drop,NN
585,291.73,292.0,black,another,another,DT
586,292.0,292.46,black,hint,hint,NN
587,292.61,292.79,black,on,on,IN
588,292.79,292.92,black,the,the,DT
589,292.92,293.33000000000004,black,air,air,NN
590,293.97,294.11,black,i'm,I'm,NN
591,294.11,294.44,black,enjoying,enjoy,VBG
592,294.44,294.53,black,the,the,DT
593,294.53,294.82,black,secret,secret,NN
594,294.82,295.24,black,mission,mission,NN
595,296.429999,296.64999900000004,black,and,and,CC
596,296.65,297.22,black,so,so,RB
597,297.46,297.73,black,i,I,PRP
598,297.77,298.67,black,described,describe,NN
599,298.679999,299.209999,black,trying,try,VBG
600,299.21,299.67,black,to,to,TO
601,300.02,300.39,black,make,make,VB
602,300.4,300.7,black,my,my,PRP$
603,300.7,301.35,black,mother's,mother's,NN
604,301.389999,301.899999,black,collard,collard,NN
605,301.9,302.66,black,greens,green,NNS
606,306.23,306.77,black,boom,boom,NN
607,309.09,309.26,black,they,they,PRP
608,309.26,309.49,black,got,get,VBD
609,309.49,309.57,black,to,to,TO
610,309.57,309.88,black,know,know,VB
611,311.15,311.42,black,they,they,PRP
612,311.43,311.74,black,got,get,VBD
613,311.88,312.06,black,to,to,TO
614,312.06,312.37,black,know,know,VB
615,312.37,312.85,black,now,now,RB
616,313.65,313.89,black,that,that,IN
617,313.89,314.02,black,i'm,I'm,NN
618,314.02,314.08,black,a,a,DT
619,314.08,314.38,black,black,black,JJ
620,314.38,314.79,black,woman,woman,NN
621,316.469999,316.779999,black,one,one,CD
622,316.78,316.95,black,day,day,NN
623,316.95,317.08,black,at,at,IN
624,317.08,317.24,black,one,one,CD
625,317.24,317.34000000000003,black,of,of,IN
626,317.34,317.54,black,these,these,DT
627,317.54,317.83000000000004,black,many,many,JJ
628,317.83,318.34,black,events,events,NNS
629,318.34,318.48999999999995,black,an,an,DT
630,318.49,319.24,black,education,education,NN
631,319.259999,319.749999,black,panel,panel,NN
632,319.77,320.46,black,discussion,discussion,NN
633,320.46,320.75,black,after,after,IN
634,320.75,320.98,black,it's,it's,NN
635,320.98,321.42,black,over,over,IN
636,321.42,321.58000000000004,black,i'm,I'm,NN
637,321.87,322.02,black,in,in,IN
638,322.02,322.09,black,a,a,DT
639,322.09,322.39,black,small,small,JJ
640,322.389999,322.579999,black,group,group,NN
641,322.58,322.68,black,of,of,IN
642,322.68,323.08,black,people,people,NNS
643,323.08,323.17,black,and,and,CC
644,323.17,323.32,black,we,we,PRP
645,323.32,323.42,black,are,be,VBP
646,323.42,323.99,black,talking,talk,VBG
647,325.43,325.62,black,and,and,CC
648,325.62,325.83,black,an,an,DT
649,325.92,326.34000000000003,black,older,older,JJR
650,326.34,326.54999999999995,black,white,white,JJ
651,326.56,327.0,black,gentleman,gentleman,NN
652,327.0,327.29,black,walks,walk,NNS
653,327.29,327.47,black,up,up,RB
654,327.47,327.62,black,to,to,TO
655,327.62,327.98,black,me,me,PRP
656,328.87,329.03000000000003,black,and,and,CC
657,329.03,329.17,black,he,he,PRP
658,329.17,329.84000000000003,black,says,say,VBZ
659,330.57,330.79,black,you,you,PRP
660,330.79,331.13,black,speak,speak,NN
661,331.13,331.73,black,well,well,RB
662,331.74,331.99,black,for,for,IN
663,331.99,332.18,black,your,your,PRP$
664,332.179999,332.669999,black,people,people,NNS
665,337.099999,337.229999,black,i,I,PRP
666,337.23,337.42,black,could,could,MD
